k_anios,rep_id,COD_HOSPITAL,variable,error_relativo
1,1,111195,peso_medio_grd,0.0964777151164979
1,1,111195,severidad_media,0.0006053509081544326
1,1,111195,mortalidad_media,0.0036962910504718905
1,1,111195,tasa_cma,1.0
1,1,112100,egresos_por_anio,0.08960346852136211
1,1,112100,estancia_media,0.04777031019827643
1,1,112100,peso_medio_grd,0.06641513867819876
1,1,112100,severidad_media,0.07848970636952139
1,1,112100,mortalidad_media,0.08015749770545771
1,1,112100,tasa_cma,0.11981226376033612
1,1,112101,egresos_por_anio,0.07699453672778753
1,1,112101,estancia_media,0.04358040085886971
1,1,112101,peso_medio_grd,0.012890164946336928
1,1,112101,severidad_media,0.029612251415914757
1,1,112101,mortalidad_media,0.008512089126909277
1,1,112101,tasa_cma,0.6075919231338591
1,1,112102,egresos_por_anio,0.29078519574221706
1,1,112102,estancia_media,0.28619156628033166
1,1,112102,peso_medio_grd,0.16808287986200204
1,1,112102,severidad_media,0.00740514986919499
1,1,112102,mortalidad_media,0.02387503427978555
1,1,112102,tasa_cma,0.04454182535794946
1,1,112103,egresos_por_anio,0.29423418217838126
1,1,112103,estancia_media,0.25749209315860977
1,1,112103,peso_medio_grd,0.08219131632995354
1,1,112103,severidad_media,0.10628224720924466
1,1,112103,mortalidad_media,0.12518297613483764
1,1,112103,tasa_cma,7.493515597616543
1,1,112104,egresos_por_anio,0.2643977745476417
1,1,112104,estancia_media,0.29295079195911455
1,1,112104,peso_medio_grd,0.05032761043994981
1,1,112104,severidad_media,0.061219329544557784
1,1,112104,mortalidad_media,0.004950176982212385
1,1,113100,egresos_por_anio,0.06057781919850885
1,1,113100,estancia_media,0.02696938991222637
1,1,113100,peso_medio_grd,0.030421193628988614
1,1,113100,severidad_media,0.025657457090488434
1,1,113100,mortalidad_media,0.003715799224759527
1,1,113100,tasa_cma,0.4316168188535725
1,1,113130,egresos_por_anio,0.3051880057115659
1,1,113130,estancia_media,0.12491483622820476
1,1,113130,peso_medio_grd,0.06533103480898624
1,1,113130,severidad_media,0.07778288323060341
1,1,113130,mortalidad_media,0.11852658393142362
1,1,113130,tasa_cma,0.12374048721788848
1,1,113150,egresos_por_anio,0.19981860043256824
1,1,113150,estancia_media,0.06596174705541633
1,1,113150,peso_medio_grd,0.009886626781977484
1,1,113150,severidad_media,0.009176172787555717
