K_sub,replica,n_sub,silhouette,ari_vs_referencia,nmi_vs_referencia
9,1,43,0.11516474892114854,0.545251474643119,0.780584546732753
9,2,43,0.11522861020910884,0.5517778860204579,0.7492349348385227
9,3,43,0.10784993182933866,0.4770916334661355,0.7389144841309062
9,4,43,0.10753766871635982,0.507035016813392,0.7733099677820767
9,5,43,0.10136456383754885,0.42070464069532826,0.7077208392555833
9,6,43,0.09480797634709764,0.6005609539133098,0.7685582812543286
9,7,43,0.09402708744161832,0.5356400730432592,0.7536521114615633
9,8,43,0.0902380018509608,0.6873268698060941,0.831628620520123
9,9,43,0.10782677566621847,0.7143253464161081,0.8437093040267761
9,10,43,0.10648038474774547,0.7006280133748851,0.8200043213903839
9,11,43,0.1195303677993767,0.5299280712316613,0.7564100299999615
9,12,43,0.11545085232944521,0.44246985220781576,0.6982267440741612
9,13,43,0.10722125154304833,0.40149526763699994,0.7011663589768696
9,14,43,0.10758905948476113,0.7173734560481182,0.8085864091783068
9,15,43,0.11848056019664965,0.7009730318219964,0.8080451972499393
9,16,43,0.10880472726561734,0.35550390138984,0.671802085609133
9,17,43,0.1082845273073611,0.625907790904871,0.7965414516628568
9,18,43,0.11186440327710914,0.3514592656209978,0.680571582301201
9,19,43,0.0953285017308049,0.6711233790505765,0.809275381774708
9,20,43,0.123578681680382,0.48825693528307845,0.7092899247136517
9,21,43,0.11664131677616285,0.5949085551573191,0.7854587480888043
9,22,43,0.11159877809320232,0.5441897947255627,0.7617770251358744
9,23,43,0.11339448535810331,0.5877802071069893,0.8255443081415584
9,24,43,0.10919063147057186,0.5591638270242826,0.7868491093074427
9,25,43,0.09834986860769426,0.3552257612880644,0.6841227540947792
9,26,43,0.0904201222836715,0.5990090858742347,0.7789631643711682
9,27,43,0.11543856489994368,0.6302357836338419,0.77443320459156
9,28,43,0.09162728209634897,0.5795053003533569,0.8043156530730596
9,29,43,0.09974587916453669,0.6407364306388565,0.7835288226266374
9,30,43,0.08991867496700548,0.6483224891861438,0.8137895249585146
9,31,43,0.08392312879302258,0.4136839542244948,0.7197330818900727
9,32,43,0.11233579843521418,0.41523592122198205,0.6775988444929336
9,33,43,0.11026406079006679,0.36770863764728795,0.7002090937302995
9,34,43,0.10798218183402392,0.48937262978776386,0.7275000247655401
9,35,43,0.1334764848049203,0.8565616401153943,0.9194309845992429
9,36,43,0.10347839033041184,0.6498706772679376,0.8616215032051633
9,37,43,0.11506002169140975,0.47151775263363244,0.712757931062035
9,38,43,0.11986717365863969,0.8843335132711785,0.9196671527114384
9,39,43,0.11230337805213493,0.48542752364408415,0.7673754797825737
9,40,43,0.1180428173936273,0.5713140028484119,0.7344644328409359
9,41,43,0.11682915306533254,0.816062854648625,0.9195298745839587
9,42,43,0.1248883610129197,0.37030059090519823,0.7126123369215633
9,43,43,0.11560890348796217,0.5551998029677976,0.8017919271380218
